Style Number,Shape,Carat Weight,Color,Clarity,Graded By,Cut Grade,Fluorescence,Culet,Depth,Table,Girdle,Polish,Symmetry,Measurements,Price
E43664-34_42875,Radiant,0.53,H,SI1,GIA,Excellent,Faint,,68.70,70.00,Slightly Thick to Thick,Excellent,Very Good,5.59 x 4.01 x 2.76 mm,1885
64371_25539,Radiant,0.78,H,VS2,EGL,Excellent,None,,69.60,70.00,Medium to Medium,Excellent,Excellent,5.18 x 4.75 x 3.75 mm,3443
209707_116297,Radiant,0.80,H,VS1,GIA,Excellent,None,,72.10,69.00,Thick to Very Thick,Excellent,Very Good,5.82 x 4.55 x 3.28 mm,4009
BN-3413_68771,Radiant,0.90,I,VS1,IGI,Excellent,None,,74.40,67.00,Medium to Slightly Thick,Very Good,Good,5.99 x 4.64 x 3.45 mm,3325
CC2581_96594,Radiant,0.58,H,VS1,GIA,Excellent,None,,75.70,78.00,Thin to Very Thick,Good,Good,5.27 x 4.20 x 3.18 mm,2147
11001_75565,Radiant,1.00,J,SI2,EGL,Excellent,None,,71.00,67.00,Thin to Medium,Very Good,Very Good,6.17 x 5.27 x 3.74 mm,3953
BN-5963_68771,Radiant,0.50,H,I1,IGI,Excellent,None,,64.30,72.00,Thin to Slightly Thick,Very Good,Good,6.06 x 3.92 x 2.52 mm,886
BL96-9_13198,Radiant,0.60,D,VVS1,GIA,Excellent,None,,61.30,69.00,Thin to Medium,Excellent,Very Good,6.06 x 4.46 x 2.73 mm,3336
03514615124_71234,Radiant,0.40,D,SI1,GIA,Excellent,None,,68.80,73.00,Slightly Thick to Very Thick,Very Good,Very Good,4.90 x 3.92 x 2.70 mm,990
SY-YG4_48623,Radiant,0.71,D,SI1,GIA,Excellent,Faint,,72.40,60.00,Medium to Thick,Good,Good,5.31 x 5.04 x 3.65 mm,3347
209711_116297,Radiant,0.70,F,VS2,GIA,Excellent,None,,68.70,70.00,Slightly Thick to Thick,Excellent,Very Good,5.78 x 4.59 x 3.15 mm,3138
SD-11686_5734,Radiant,0.73,J,VVS2,GIA,Fair,None,None,58.70,66.00,,Excellent,Very Good,5.96 x 5.03 x 2.95 mm,3017
E43664-65_42875,Radiant,0.51,H,SI2,GIA,Excellent,None,,68.60,66.00,Thick to Thick,Excellent,Good,5.60 x 3.95 x 2.71 mm,1460
683-43-A_NVD,Radiant,0.60,G,VS2,GIA,Fair,None,NON,65.50,65.00,STK - THK to STK - THK,Excellent,Very Good,5.67x4.26x2.79 mm,2252
BN129-12_13198,Radiant,0.50,I,VVS1,GIA,Excellent,None,,67.30,64.00,Thick to Very Thick,Very Good,Very Good,5.58 x 3.87 x 2.61 mm,1894
BN-5860_68771,Radiant,0.80,I,VVS1,IGI,Very Good,None,,69.70,62.00,Slightly Thick to Thick,Very Good,Very Good,5.64 x 4.78 x 3.33 mm,3089
6349-07_42185,Radiant,0.75,I,SI1,GIA,Excellent,None,,67.00,66.00,Slightly Thick to Thick,Excellent,Very Good,6.00 x 4.71 x 3.16 mm,3780
DD7955_32185,Radiant,0.60,D,VS2,EGL,Excellent,None,,74.50,69.00,Thin to Medium,Excellent,Very Good,5.36 x 4.24 x 3.16 mm,2471
BL28-10_13198,Radiant,0.52,H,SI1,GIA,Excellent,None,,60.00,68.00,Very Thick to Extr. Thick,Very Good,Good,5.69 x 4.18 x 2.51 mm,1530
BN-5908_68771,Radiant,0.82,J,VS1,IGI,Very Good,None,,73.20,72.00,Thin to Medium,Very Good,Good,5.83 x 4.70 x 3.44 mm,2287
8451_117908,Radiant,0.70,J,SI1,GIA,Excellent,None,,64.80,67.00,Medium to Extr. Thick,Excellent,Very Good,6.38 x 4.48 x 2.91 mm,2059
21585_285,Radiant,0.90,J,VS1,GIA,Fair,None,None,65.80,66.00,Thick to Very Thick,Excellent,Excellent,6.17 x 4.88 x 3.21 mm,4005
M7010_24321,Radiant,0.71,H,VS2,GIA,Excellent,Faint,,70.10,70.00,Medium to Slightly Thick,Very Good,Very Good,5.15 x 4.74 x 3.32 mm,2693
3004041_86907,Radiant,0.51,D,VVS2,GIA,Excellent,Medium,,64.80,64.00,Very Thick to Very Thick,Excellent,Very Good,6.01 x 3.87 x 2.51 mm,2530
30J2-1_1648,Radiant,1.00,J,VVS2,IGI,Very Good,None,None,69.60,70.00,Medium to Slightly Thick,Excellent,Excellent,5.92 x 5.16 x 3.59 mm,3776
AJD-0116_61524,Radiant,0.73,G,VVS2,GIA,Excellent,None,,57.70,75.00,Very Thin to Very Thick,Very Good,Very Good,6.20 x 5.07 x 2.93 mm,3935
8453_117908,Radiant,0.70,J,SI1,GIA,Excellent,Faint,,71.80,66.00,Thick to Very Thick,Excellent,Very Good,5.44 x 4.45 x 3.19 mm,2059
BN375-18_13198,Radiant,0.50,K,IF,GIA,Excellent,None,,67.60,65.00,Slightly Thick to Thick,Excellent,Excellent,5.16 x 4.07 x 2.75 mm,1334
N0230705_32457,Radiant,0.74,I,SI1,GIA,Excellent,Medium,,69.40,69.00,Thick to Very Thick,Excellent,Excellent,5.96 x 4.47 x 3.10 mm,1612
BN-2137_68771,Radiant,0.94,I,VS1,IGI,Excellent,None,,74.50,67.00,Slightly Thick to Thick,Very Good,Very Good,5.39 x 5.01 x 3.73 mm,3473
RD665_66312,Radiant,0.52,D,SI1,GIA,Excellent,None,,68.30,65.00,Thin to Extr. Thick,Good,Good,5.37 x 4.10 x 2.80 mm,1941
31436_92506,Radiant,0.80,D,SI1,GIA,Excellent,Faint,,81.80,72.00,Thin to Extr. Thick,Good,Good,5.19 x 4.83 x 3.95 mm,3151
RAD067JVS2_18816,Radiant,0.67,J,VS2,EGL,Excellent,None,,79.00,75.00,Slightly Thick to Very Thick,Good,Good,4.71 x 4.55 x 3.60 mm,2164
3715_75570,Radiant,0.51,G,VVS1,GIA,Excellent,Medium,,67.00,66.00,Medium to Slightly Thick,Excellent,Very Good,5.44 x 4.15 x 2.78 mm,2249
BN-5832_68771,Radiant,0.86,I,SI1,IGI,Excellent,None,,74.10,64.00,Slightly Thick to Very Thick,Very Good,Good,5.53 x 4.71 x 3.49 mm,2638
97208_SENT,Radiant,0.50,H,VVS1,GIA,Excellent,None,NONE,69.20,67.00,Medium to Slightly Thick,Excellent,Very Good,5.48 x 4.11 x 2.85 mm,2411
BN-5383_68771,Radiant,0.81,K,VS1,IGI,Excellent,None,,71.70,68.00,Slightly Thick to Thick,Very Good,Very Good,5.89 x 4.56 x 3.27 mm,2085
S50351_23298,Radiant,1.00,K,SI2,GIA,Excellent,Medium,,71.00,71.00,Medium to Slightly Thick,Very Good,Good,6.47 x 5.23 x 3.71 mm,3588
14432_30003,Radiant,0.62,H,VS1,EGL,Excellent,None,,71.20,65.00,Medium to Medium,Very Good,Very Good,5.49 x 4.38 x 3.12 mm,2561
R050DVVS1118_34201,Radiant,0.50,D,VVS1,GIA,Excellent,None,,67.50,70.00,Very Thick to Very Thick,Excellent,Very Good,5.11 x 4.04 x 2.73 mm,1805
31101_32457,Radiant,0.59,I,SI1,GIA,Excellent,Medium,,67.70,64.00,Very Thick to Extr. Thick,Good,Fair,4.70 x 4.58 x 3.10 mm,1131
210168_116297,Radiant,0.80,H,VS1,GIA,Excellent,Medium,,68.10,63.00,Very Thick to Extr. Thick,Excellent,Very Good,6.05 x 4.56 x 3.11 mm,3488
58799_5402,Radiant,0.70,F,SI2,GIA,Excellent,None,,71.90,69.00,Thick to Very Thick,Excellent,Very Good,6.45 x 4.08 x 2.94 mm,2874
205086_116297,Radiant,0.70,K,VVS2,GIA,Excellent,Faint,,69.40,70.00,Very Thick to Very Thick,Excellent,Excellent,5.74 x 4.49 x 3.11 mm,2079
4KR007_109001,Radiant,1.00,H,SI2,GIA,Excellent,Medium,,72.60,69.00,Thick to Very Thick,Excellent,Very Good,5.96 x 4.90 x 3.56 mm,4055
EK-6175_30893,Radiant,1.01,J,SI2,GIA,Excellent,None,,72.00,58.00,Very Thick to Very Thick,Excellent,Very Good,5.43 x 5.35 x 3.85 mm,3225
E44918-16_42875,Radiant,0.82,I,SI1,GIA,Excellent,None,,68.40,68.00,Thick to Thick,Very Good,Very Good,5.96 x 4.59 x 3.14 mm,3909
RA190_19133,Radiant,0.63,I,VS1,GIA,Excellent,None,,79.80,64.00,Medium to Very Thick,Good,Good,5.03 x 4.15 x 3.32 mm,2035
U594_70155,Radiant,1.01,J,SI2,GIA,Excellent,None,,90.90,71.00,,Very Good,Good,5.47 x 4.80 x 4.36 mm,3219
43880_37711,Radiant,0.90,J,SI1,GIA,Excellent,None,,72.10,68.00,Thick to Very Thick,Very Good,Excellent,5.19 x 5.10 x 3.67 mm,3236
RD919_66312,Radiant,0.78,I,VVS2,GIA,Excellent,None,,76.90,68.00,Thin to Thick,Very Good,Fair,5.22 x 4.92 x 3.78 mm,2844
ALS19_86755,Radiant,0.70,G,SI1,GIA,Excellent,None,,82.10,69.00,Very Thick to Extr. Thick,Very Good,Good,4.62 x 4.58 x 3.76 mm,3124
BG387-6_220,Radiant,0.54,D,VS1,GIA,Fair,Faint,None,62.10,66.00,Thick to Very Thick,Good,Good,5.72 x 4.37 x 2.71 mm,2410
112027_27853,Radiant,0.69,G,VS1,EGL,Excellent,None,,64.40,60.00,,Excellent,Excellent,6.30 x 4.50 x 2.90 mm,1910
S50558_23298,Radiant,0.40,G,VS1,GIA,Excellent,Faint,,71.80,79.00,Extr. Thin to Extr. Thin,Good,Good,4.36 x 4.12 x 2.96 mm,1247
BN-5795_68771,Radiant,0.84,I,VS1,IGI,Very Good,None,,71.90,65.00,Medium to Slightly Thick,Very Good,Very Good,5.60 x 4.81 x 3.46 mm,2793
94340_SENT,Radiant,0.90,J,VVS2,IGI,Excellent,None,POINTED,70.10,65.00,Medium to Medium,Excellent,Very Good,6.53 x 4.98 x 3.49 mm,4024
OB4472-08_70131,Radiant,0.59,E,VVS1,GIA,Excellent,None,,71.90,57.00,Medium to Slightly Thick,Excellent,Excellent,5.26 x 4.55 x 3.27 mm,3417
96921_SENT,Radiant,0.50,F,VVS1,GIA,Excellent,None,NONE,69.30,68.00,,Excellent,Very Good,5.34 x 4.08 x 2.83 mm,2367
E43359-11_42875,Radiant,0.50,F,VS2,GIA,Excellent,Faint,,56.60,62.00,Slightly Thick to Very Thick,Very Good,Good,5.65 x 4.28 x 2.42 mm,2117
RAD-17629_30838,Radiant,0.70,J,VVS1,GIA,Excellent,None,,72.90,55.00,Medium to Slightly Thick,Excellent,Good,5.63 x 4.63 x 3.38 mm,2538
RA11203M_30614,Radiant,1.11,K,I1,GIA,Excellent,Faint,,68.00,64.00,Medium to Thick,Very Good,Good,6.22 x 5.66 x 3.85 mm,3983
CE5937_201,Radiant,0.53,D,SI1,AGI,Good,,,61.20,61.00,,Very Good,Very Good,5.65 x 4.41 x 2.7 mm,656
422A29_27853,Radiant,0.81,H,VS2,EGL,Excellent,None,,69.90,67.00,,Excellent,Excellent,6.42 x 4.38 x 3.06 mm,3576
GIA 22876_12794,Radiant,1.00,K,SI2,GIA,Excellent,None,,70.60,69.00,Slightly Thick to Thick,Excellent,Excellent,6.21 x 5.00 x 3.53 mm,3188
SQRC20467_11811,Radiant,0.70,G,VS2,GIA,Excellent,None,,70.60,73.00,Very Thin to Thick,Good,Good,5.10 x 4.79 x 3.38 mm,3891
E43424-30_42875,Radiant,0.76,J,SI1,GIA,Excellent,None,,62.10,65.00,Very Thick to Extr. Thick,Very Good,Very Good,6.31 x 4.58 x 2.84 mm,2573
SD7810_56539,Radiant,0.51,H,VS1,GIA,Excellent,None,,55.70,74.00,Thick to Very Thick,Very Good,Very Good,4.88 x 4.72 x 2.63 mm,2726
BN129-53_13198,Radiant,0.70,H,VS1,GIA,Excellent,Faint,,66.70,68.00,Slightly Thick to Thick,Excellent,Excellent,5.72 x 4.43 x 2.96 mm,3710
US-843_85090,Radiant,0.70,F,SI2,GIA,Excellent,None,,76.90,81.00,Very Thin to Extr. Thick,Very Good,Good,4.83 x 4.57 x 3.52 mm,2547
N0235331_32457,Radiant,0.71,I,VS1,GIA,Excellent,None,,69.00,69.00,Thick to Very Thick,Excellent,Excellent,5.85 x 4.44 x 3.07 mm,2035
96982_SENT,Radiant,0.50,E,VVS2,GIA,Excellent,None,NONE,69.80,70.00,Medium to Slightly Thick,Excellent,Very Good,5.38 x 4.1 x 2.86 mm,2367
LA-3172_32764,Radiant,0.62,G,SI1,GIA,Excellent,None,,68.30,65.00,Very Thick to Very Thick,Very Good,Good,4.93 x 4.58 x 3.13 mm,1933
BN-5859_68771,Radiant,0.84,I,VS1,IGI,Very Good,None,,74.20,58.00,Medium to Medium,Very Good,Very Good,5.70 x 4.80 x 3.56 mm,2627
2862_73755,Radiant,0.51,E,SI1,EGL,Excellent,None,,80.40,75.00,Medium to Medium,Very Good,Good,5.60 x 3.73 x 3.00 mm,1635
97179_SENT,Radiant,0.50,E,SI1,GIA,Excellent,None,NONE,69.50,70.00,Thin to Thick,Excellent,Excellent,5.91 x 3.86 x 2.68 mm,2277
N0246367_32457,Radiant,0.80,I,VS1,GIA,Excellent,None,,69.50,65.00,Slightly Thick to Thick,Excellent,Excellent,5.97 x 4.55 x 3.16 mm,2848
RAD134-2_35190,Radiant,0.51,G,VVS1,GIA,Excellent,None,,65.90,63.00,,Excellent,Very Good,4.86 x 4.35 x 2.87 mm,2297
EK-5960_30893,Radiant,0.76,D,VS2,GIA,Excellent,None,,67.60,62.00,Slightly Thick to Very Thick,Very Good,Good,5.66 x 4.92 x 3.33 mm,3816
203471_19264,Radiant,0.50,J,VVS1,GIA,Excellent,Faint,None,68.30,68.00,Slightly Thick to Slightly Thick,Excellent,Very Good,5.37 x 4.15 x 2.83 mm,1334
INJ301530_115090,Radiant,0.71,H,VS2,GIA,Excellent,Faint,,67.40,69.00,Thick to Thick,Excellent,Excellent,6.29 x 4.33 x 2.92 mm,3770
E347_19133,Radiant,1.02,J,VS1,EGL,Excellent,None,,71.10,78.00,,Very Good,Good,5.60 x 5.50 x 3.91 mm,4045
TIY207_48623,Radiant,0.71,D,SI1,GIA,Excellent,None,,67.60,80.00,Thin to Slightly Thick,Very Good,Good,5.13 x 5.01 x 3.39 mm,3470
012088_113702,Radiant,0.71,G,VVS2,GIA,Excellent,None,,81.20,77.00,,Good,Fair,5.39 x 4.39 x 3.56 mm,3020
N1963_24321,Radiant,0.88,G,SI1,GIA,Excellent,None,,68.30,69.00,Thick to Extr. Thick,Very Good,Very Good,5.50 x 5.32 x 3.63 mm,3746
B0429_23617,Radiant,0.28,H,VVS2,GIA,Excellent,None,,65.90,62.00,Very Thin to Thick,Very Good,Good,4.88 x 3.08 x 2.03 mm,1205
204531_116297,Radiant,0.61,H,VVS1,GIA,Excellent,None,,68.60,71.00,Medium to Medium,Excellent,Excellent,5.46 x 4.39 x 3.01 mm,2491
188089_55110,Radiant,0.25,F,VS1,GIA,Excellent,Faint,,71.30,67.00,Medium to Medium,Very Good,Very Good,3.56 x 3.56 x 2.54 mm,973
BN0003866_32457,Radiant,0.51,G,VS2,GIA,Excellent,None,,67.40,64.00,Slightly Thick to Thick,Very Good,Very Good,5.39 x 4.01 x 2.71 mm,1418
BS-5320_68771,Radiant,0.90,K,VS1,GIA,Excellent,None,,75.20,68.00,Medium to Extr. Thick,Very Good,Good,5.47 x 4.92 x 3.70 mm,2450
012086_113702,Radiant,0.74,F,VS1,GIA,Excellent,Faint,,79.10,72.00,Very Thick to Extr. Thick,Good,Good,5.25 x 4.50 x 3.56 mm,3704
CC2358_96594,Radiant,0.98,J,SI1,GIA,Excellent,None,,67.30,78.00,Extr. Thin to Medium,Good,Fair,5.81 x 5.70 x 3.83 mm,3965
RAD070-0019_54505,Radiant,0.72,F,VS1,EGL,Fair,Faint,,63.20,66.00,,Excellent,Excellent,5.83x4.62x2.92 mm,3059
92359_SENT,Radiant,0.70,H,VVS2,GIA,Excellent,None,NONE,69.90,66.00,,Excellent,Excellent,5.92 x 4.51 x 3.15 mm,3934
RAD01007_13865,Radiant,0.46,E,VS2,GIA,Excellent,None,,60.60,74.00,Extr. Thin to Medium,Good,Good,5.18 x 4.33 x 2.62 mm,2028
BN-5291_68771,Radiant,1.00,J,VS1,IGI,Very Good,None,,72.90,65.00,Medium to Thick,Very Good,Very Good,6.15 x 5.01 x 3.65 mm,3786
RAD-17686_30838,Radiant,0.75,F,SI1,GIA,Excellent,Faint,,78.20,58.00,Thick to Very Thick,Very Good,Good,4.89 x 4.79 x 3.75 mm,2734
BN0004779_32457,Radiant,0.51,G,VVS2,GIA,Excellent,None,,68.20,70.00,Slightly Thick to Thick,Excellent,Very Good,5.32 x 3.97 x 2.71 mm,1447
LDBW302679_NVD,Radiant,1.02,K,SI1,GIA,Fair,Faint,NON,67.00,67.00,Very Thick to Very Thick,Excellent,Excellent,6.68x4.91x3.29 mm,3782
662996_NVD,Pear,0.25,D,SI2,GIA,Excellent,None,,62.80,57.00,MED - VTK to MED - VTK,Very Good,Very Good,5.51x3.52x2.21 mm,760
886024_NVD,Pear,0.36,G,SI1,GIA,Fair,None,,60.00,66.00,STK - VTK to STK - VTK,Excellent,Very Good,6.09x4.04x2.42 mm,1164
66K-2A1_1648,Pear,0.24,D,VS2,GIA,Good,None,None,58.10,59.00,Medium to Very Thick,Very Good,Very Good,5.71 x 3.49 x 2.03 mm,715
S6626_77451,Pear,0.49,F,SI1,GIA,Excellent,Faint,,62.90,64.00,Medium to Very Thick,Good,Good,6.46 x 4.44 x 2.79 mm,1702
97071_SENT,Pear,0.30,F,IF,GIA,Excellent,None,NONE,61.30,66.00,Medium to Very Thick,Excellent,Very Good,5.9 x 3.78 x 2.31 mm,1121
N0245634_32457,Pear,0.75,I,SI2,GIA,Excellent,Strong,,63.10,62.00,Thick to Very Thick,Excellent,Very Good,8.12 x 4.83 x 3.05 mm,1904
583861_NVD,Pear,0.31,G,SI2,GIA,Very Good,None,,63.70,59.00,STK - VTK to STK - VTK,Excellent,Excellent,5.6x3.79x2.41 mm,903
U78-19A_NVD,Pear,0.50,H,VS1,GIA,Fair,Faint,,65.00,56.00,VTK - ETK to VTK - ETK,Excellent,Very Good,6.45x4.38x2.85 mm,1940
PS22110876A_NVD,Pear,0.60,I,SI1,IGI,Good,None,POINTED,59.90,63.50,Medium to Very Thick,Excellent,Very Good,7.88x4.59x2.75 mm,1601
302315_NVD,Pear,0.51,E,SI1,GIA,Excellent,None,None,62.70,56.00,Slightly Thick to Very Thick,Very Good,Very Good,6.76x4.51x2.83 mm,2080
U18-218A_NVD,Pear,0.42,D,VVS2,GIA,Very Good,None,,61.20,60.00,STK - VTK to STK - VTK,Excellent,Very Good,6.35x4.27x2.61 mm,1843
I61-113A_NVD,Pear,0.41,H,IF,GIA,Very Good,None,,58.60,60.00,STK - VTK to STK - VTK,Excellent,Very Good,6.29x4.27x2.5 mm,1352
24347_29708,Pear,0.49,F,SI1,GIA,Excellent,None,None Pointed,61.50,55.00,Thick to Very Thick,Excellent,Very Good,7.04 x 4.41 x 2.71 mm,1592
S7068_77451,Pear,0.56,H,SI1,GIA,Excellent,Medium,,60.30,55.00,Thick to Extr. Thick,Good,Fair,6.51 x 4.98 x 3.00 mm,1996
RG139332_8935,Pear,0.33,E,VS2,GIA,Very Good,Faint,None,59.50,59.00,Slightly Thick to Extremely Thick,Very Good,Good,5.79 x 3.9 x 2.32 mm,882
P5034_53333,Pear,0.48,E,VS1,GIA,Excellent,None,,64.00,61.00,Thick to Extr. Thick,Good,Good,6.88 x 4.25 x 2.72 mm,2125
59252_20996,Pear,0.48,H,VVS1,GIA,Excellent,None,,62.30,61.00,Medium to Very Thick,Excellent,Very Good,6.88 x 4.38 x 2.73 mm,1968
B296_42633,Pear,0.49,H,VS1,EGL,Very Good,None,,,,,Very Good,Very Good,6.30 x 4.30 x 2.85 mm,1862
B504_42633,Pear,0.30,F,SI1,EGL,Excellent,,,,,,Excellent,Excellent,6.27 x 3.81 x 2.08 mm,1225
852-264_21362,Pear,0.31,F,SI1,GIA,Excellent,Medium,,54.20,61.00,Medium to Very Thick,Very Good,Good,5.91 x 3.95 x 2.14 mm,864
482479_486,Pear,0.40,G,IF,GIA,Good,None,,63.60,62.00,Slightly Thick to Very Thick,Excellent,Very Good,6.29 x 4.08 x 2.59 mm,1516
RG139177_8935,Pear,0.50,D,VS2,GIA,Fair,Faint,None,65.10,61.00,Thick to Extremely Thick,Very Good,Very Good,6.46 x 4.32 x 2.81 mm,1800
J13773_NVD,Pear,0.50,F,SI2,IGI,Very Good,None,POINTED,61.00,60.00,Medium to Thick,Excellent,Very Good,7.37x4.36x2.66 mm,1291
24335_285,Pear,0.50,D,VS2,GIA,Good,Faint,None,62.70,62.00,Slightly Thick to Very Thick,Excellent,Very Good,6.59 x 4.45 x 2.79 mm,2005
895879_NVD,Pear,0.41,I,SI2,GIA,Very Good,None,NON,59.90,59.00,THN - THK to THN - THK,Excellent,Very Good,6.52x4.28x2.57 mm,1240
PL_70567,Pear,0.44,D,VS2,GIA,Excellent,None,,74.10,60.00,,Good,Good,6.05 x 4.02 x 2.98 mm,1647
4012_NVD,Pear,0.46,G,VVS2,GIA,Fair,None,NON,66.50,56.00,FACETED to FACETED,Very Good,Very Good,6.87x4.12x2.74 mm,1943
SD-24037_5734,Pear,0.40,G,VVS1,GIA,Very Good,Faint,None,63.50,57.00,,Excellent,Good,6.31 x 4.09 x 2.6 mm,1760
RG134242_8935,Pear,0.40,E,VVS1,GIA,Very Good,Faint,None,63.20,53.00,Very Thick to Extremely Thick,Very Good,Good,5.8 x 4.05 x 2.56 mm,1372
A70-44_NVD,Pear,0.50,D,SI1,GIA,Fair,None,NON,65.10,61.00,STK-VTK to STK-VTK,Excellent,Very Good,6.77x4.34x2.82 mm,2036
J13772_NVD,Pear,0.42,E,SI1,IGI,Very Good,None,POINTED,63.20,59.50,Medium to Thick,Excellent,Very Good,6.15x4.24x2.68 mm,1238
B454-1_13198,Pear,0.50,J,SI1,GIA,Excellent,Faint,,60.90,58.00,Thin to Slightly Thick,Excellent,Very Good,6.85 x 4.52 x 2.75 mm,1301
680PS_42633,Pear,0.37,F,SI1,EGL,Very Good,,,,,,Very Good,Excellent,6.50 x 3.83 x 2.32 mm,1360
JT-283_2760,Pear,0.40,I,VS1,GIA,Fair,None,None,66.80,58.00,,Excellent,Very Good,5.99 x 4.02 x 2.69 mm,1114
A686-1_220,Pear,0.63,K,VS2,GIA,Excellent,Faint,None,62.20,57.00,Medium to Slightly Thick,Very Good,Very Good,7.4 x 4.86 x 3.03 mm,1622
BL7-4_13198,Pear,0.33,E,VVS2,GIA,Excellent,None,,57.00,54.00,Extr. Thin to Thick,Very Good,Good,6.78 x 3.85 x 2.20 mm,1201
92025_NVD,Pear,0.50,F,I1,GIA,Very Good,None,NON,63.20,60.00,FACETED to FACETED,Excellent,Very Good,7.26x4.41x2.78 mm,1295
26088_29708,Pear,0.52,D,SI2,GIA,Excellent,None,None Pointed,64.40,61.00,Slightly Thick to Very Thick,Excellent,Very Good,7.09 x 4.41 x 2.84 mm,1607
26026_29708,Pear,0.32,G,VS2,GIA,Excellent,None,None Pointed,62.60,57.00,Medium to Thick,Very Good,Very Good,6.21 x 3.85 x 2.41 mm,912
FU-3G_2164,Pear,0.40,I,VVS1,GIA,Very Good,None,None,59.50,57.00,,Very Good,Good,6.87 x 4.15 x 2.47 mm,1069
M3678_1159,Pear,0.50,J,SI2,GIA,Good,None,None,58.40,65.00,Thin to Very Thick,Excellent,Excellent,4.67 x 6.54 x 2.72 mm,1237
I40-238A_NVD,Pear,0.60,K,VVS2,GIA,Very Good,None,,60.50,60.00,STK - VTK to STK - VTK,Excellent,Very Good,7.0x4.72x2.86 mm,1619
455999_NVD,Pear,0.52,E,SI2,GIA,Fair,None,,65.30,56.00,MED - VTK to MED - VTK,Excellent,Very Good,6.77x4.47x2.92 mm,1664
K7694_22634,Pear,0.51,J,SI1,GIA,Excellent,Faint,,55.80,60.00,Medium to Thick,Very Good,Very Good,7.16 x 4.54 x 2.53 mm,1483
RG139161_NVD,Pear,0.34,D,IF,GIA,Very Good,None,,59.10,59.00,THK - VTK to THK - VTK,Very Good,Very Good,6.32x3.77x2.23 mm,1541
567797_NVD,Pear,0.32,F,SI2,GIA,Very Good,None,NON,61.40,58.00,MED - VTK to MED - VTK,Excellent,Very Good,5.88x3.89x2.39 mm,1047
AA2303102_34292,Pear,0.30,G,I1,GIA,Excellent,Faint,,65.40,55.00,Medium to Extr. Thick,Very Good,Very Good,6.07 x 3.60 x 2.36 mm,567
3004229_86907,Pear,0.51,F,VS2,GIA,Excellent,None,,64.90,58.00,Thick to Extr. Thick,Excellent,Very Good,7.04 x 4.23 x 2.75 mm,2086
AA2303099_34292,Pear,0.31,F,SI2,GIA,Excellent,None,,63.00,58.00,Slightly Thick to Very Thick,Excellent,Very Good,6.04 x 3.67 x 2.31 mm,821
LN-86_15326,Pear,0.41,G,IF,GIA,Very Good,None,None,63.10,58.00,,Very Good,Very Good,5.96 x 4.16 x 2.62 mm,1667
PE110_19133,Pear,0.52,K,SI1,GIA,Excellent,None,,65.60,60.00,Very Thick to Extr. Thick,Excellent,Excellent,6.50 x 4.42 x 2.90 mm,1275
K163-277819_NVD,Pear,0.40,D,VS1,GIA,Very Good,None,NON,60.50,59.00,MED-THK to MED-THK,Very Good,Very Good,6.84x4.11x2.49 mm,1819
G1082_12220,Pear,0.31,G,SI2,EGL,Very Good,None,,60.40,58.37,,Very Good,Very Good,6.17 x 3.85 x 2.33 mm,795
76451_14825,Pear,0.51,D,VVS1,GIA,Fair,Strong,None,65.20,61.00,Slightly Thick to Very Thick,Excellent,Very Good,6.82 x 4.35 x 2.84 mm,1719
RG179236_NVD,Pear,0.40,E,VVS1,GIA,Good,None,,59.60,64.00,MED - STK to MED - STK,Excellent,Very Good,6.38x4.32x2.57 mm,1800
LD22028934_NVD,Pear,0.51,H,VS1,GIA,Fair,None,NON,65.00,57.00,Very Thick to Very Thick,Very Good,Very Good,6.58x4.38x2.85 mm,2107
I81-56A_NVD,Pear,0.46,G,VVS1,GIA,Good,None,,59.00,61.00,STK - THK to STK - THK,Excellent,Very Good,6.71x4.46x2.63 mm,2078
LD22031444_NVD,Pear,0.70,H,I1,GIA,Fair,None,NON,65.00,59.00,Very Thick to Very Thick,Very Good,Very Good,7.77x4.82x3.13 mm,1992
N0197321AA_32457,Pear,0.71,G,SI2,GIA,Excellent,None,,66.00,60.00,Very Thick to Extr. Thick,Excellent,Excellent,7.42 x 4.83 x 3.19 mm,1988
E43297-11_42875,Pear,0.50,J,SI1,GIA,Excellent,Medium,,61.30,62.00,Slightly Thick to Very Thick,Very Good,Very Good,7.17 x 4.32 x 2.65 mm,1574
251893_486,Pear,0.40,E,VVS1,GIA,Very Good,Faint,,60.30,59.00,Medium to Very Thick,Excellent,Good,6.94 x 4.07 x 2.45 mm,1372
EM2-37A_2164,Pear,0.51,J,SI1,GIA,Very Good,Very Strong,None,63.60,57.00,,Excellent,Very Good,6.79 x 4.38 x 2.79 mm,949
PE11_19133,Pear,0.46,E,VS2,EGL,Excellent,None,,58.40,60.00,,Very Good,Very Good,6.42 x 4.40 x 2.57 mm,1415
DP2206130_34292,Pear,0.39,E,VS1,GIA,Excellent,None,,61.00,59.00,Thin to Thick,Excellent,Very Good,6.44 x 4.11 x 2.51 mm,1255
RG149019_NVD,Pear,0.50,D,VS2,GIA,Very Good,Medium,,63.30,54.00,STK - VTK to STK - VTK,Very Good,Very Good,6.64x4.34x2.75 mm,2045
856820_NVD,Pear,0.24,F,VS1,GIA,Very Good,None,NON,59.40,59.00,THN - VTK to THN - VTK,Excellent,Very Good,5.56x3.58x2.13 mm,1132
